name,draft_year,overall_pick,birth_date,draft_date,draft_age,birth_date_source,id_source
quincy pondexter,2010,26.0,1988-03-10,2010-06-25,22.292,nba_api_commonplayerinfo,draft_history_person_id
jordan crawford,2010,27.0,1988-10-23,2010-06-25,21.67,nba_api_commonplayerinfo,draft_history_person_id
greivis vasquez,2010,28.0,1987-01-16,2010-06-25,23.439,nba_api_commonplayerinfo,draft_history_person_id
daniel orton,2010,29.0,1990-08-06,2010-06-25,19.885,nba_api_commonplayerinfo,draft_history_person_id
lazar hayward,2010,30.0,1986-11-26,2010-06-25,23.578,nba_api_commonplayerinfo,draft_history_person_id
tibor pleiss,2010,31.0,1989-11-02,2010-06-25,20.643,nba_api_commonplayerinfo,draft_history_person_id
dexter pittman,2010,32.0,1988-03-02,2010-06-25,22.313,nba_api_commonplayerinfo,draft_history_person_id
hassan whiteside,2010,33.0,1989-06-13,2010-06-25,21.032,nba_api_commonplayerinfo,draft_history_person_id
armon johnson,2010,34.0,1989-02-23,2010-06-25,21.333,nba_api_commonplayerinfo,draft_history_person_id
nemanja bjelica,2010,35.0,1988-05-09,2010-06-25,22.127,nba_api_commonplayerinfo,draft_history_person_id
terrico white,2010,36.0,1990-03-07,2010-06-25,20.301,nba_api_commonplayerinfo,draft_history_person_id
darington hobson,2010,37.0,1987-09-29,2010-06-25,22.738,nba_api_commonplayerinfo,draft_history_person_id
andy rautins,2010,38.0,1986-11-02,2010-06-25,23.644,nba_api_commonplayerinfo,draft_history_person_id
landry fields,2010,39.0,1988-06-27,2010-06-25,21.993,nba_api_commonplayerinfo,draft_history_person_id
lance stephenson,2010,40.0,1990-09-05,2010-06-25,19.803,nba_api_commonplayerinfo,draft_history_person_id
jarvis varnado,2010,41.0,1988-03-01,2010-06-25,22.316,nba_api_commonplayerinfo,draft_history_person_id
da sean butler,2010,42.0,1988-01-25,2010-06-25,22.415,nba_api_commonplayerinfo,draft_history_person_id
devin ebanks,2010,43.0,1989-10-28,2010-06-25,20.657,nba_api_commonplayerinfo,draft_history_person_id
jerome jordan,2010,44.0,1986-09-29,2010-06-25,23.737,nba_api_commonplayerinfo,draft_history_person_id
paulao prestes,2010,45.0,,2010-06-25,,common_player_info_error:KeyError,draft_history_person_id
gani lawal,2010,46.0,1988-11-07,2010-06-25,21.629,nba_api_commonplayerinfo,draft_history_person_id
tiny gallon,2010,47.0,,2010-06-25,,common_player_info_error:KeyError,draft_history_person_id
latavious williams,2010,48.0,,2010-06-25,,common_player_info_error:KeyError,draft_history_person_id
ryan richards,2010,49.0,,2010-06-25,,common_player_info_error:KeyError,draft_history_person_id
solomon alabi,2010,50.0,1988-03-21,2010-06-25,22.261,nba_api_commonplayerinfo,draft_history_person_id
magnum rolle,2010,51.0,1986-02-23,2010-06-25,24.334,nba_api_commonplayerinfo,draft_history_person_id
luke harangody,2010,52.0,1988-01-02,2010-06-25,22.478,nba_api_commonplayerinfo,draft_history_person_id
pape sy,2010,53.0,1988-04-05,2010-06-25,22.22,nba_api_commonplayerinfo,draft_history_person_id
willie warren,2010,54.0,1989-10-22,2010-06-25,20.674,nba_api_commonplayerinfo,draft_history_person_id
jeremy evans,2010,55.0,1987-10-24,2010-06-25,22.669,nba_api_commonplayerinfo,draft_history_person_id
hamady ndiaye,2010,56.0,1987-01-12,2010-06-25,23.45,nba_api_commonplayerinfo,draft_history_person_id
ryan reid,2010,57.0,1986-10-30,2010-06-25,23.652,nba_api_commonplayerinfo,draft_history_person_id
derrick caracter,2010,58.0,1988-05-04,2010-06-25,22.141,nba_api_commonplayerinfo,draft_history_person_id
stanley robinson,2010,59.0,,2010-06-25,,common_player_info_error:KeyError,draft_history_person_id
dwayne collins,2010,60.0,,2010-06-25,,common_player_info_error:KeyError,draft_history_person_id
artsiom parakhouski,2010,999.0,,2010-06-25,,common_player_info_error:KeyError,combine_player_id
charles garcia,2010,999.0,,2010-06-25,,common_player_info_error:KeyError,combine_player_id
jon scheyer,2010,999.0,,2010-06-25,,common_player_info_error:KeyError,combine_player_id
keith gallon,2010,999.0,,2010-06-25,,common_player_info_error:KeyError,combine_player_id
manny harris,2010,999.0,1989-09-21,2010-06-25,20.758,nba_api_commonplayerinfo,combine_player_id
mikhail torrance,2010,999.0,,2010-06-25,,common_player_info_error:KeyError,combine_player_id
sherron collins,2010,999.0,1987-03-18,2010-06-25,23.272,nba_api_commonplayerinfo,combine_player_id
sylven landesberg,2010,999.0,,2010-06-25,,common_player_info_error:KeyError,combine_player_id
kyrie irving,2011,1.0,1992-03-23,2011-06-25,19.255,nba_api_commonplayerinfo,draft_history_person_id
derrick williams,2011,2.0,1991-05-25,2011-06-25,20.085,nba_api_commonplayerinfo,draft_history_person_id
enes freedom,2011,3.0,1992-05-20,2011-06-25,19.097,nba_api_commonplayerinfo,draft_history_person_id
tristan thompson,2011,4.0,1991-03-13,2011-06-25,20.285,nba_api_commonplayerinfo,draft_history_person_id
jonas valanciunas,2011,5.0,1992-05-06,2011-06-25,19.135,nba_api_commonplayerinfo,draft_history_person_id
jan vesely,2011,6.0,1990-04-24,2011-06-25,21.169,nba_api_commonplayerinfo,draft_history_person_id
bismack biyombo,2011,7.0,1992-08-28,2011-06-25,18.823,nba_api_commonplayerinfo,draft_history_person_id
brandon knight,2011,8.0,1991-12-02,2011-06-25,19.562,nba_api_commonplayerinfo,draft_history_person_id
kemba walker,2011,9.0,1990-05-08,2011-06-25,21.131,nba_api_commonplayerinfo,draft_history_person_id
jimmer fredette,2011,10.0,1989-02-25,2011-06-25,22.327,nba_api_commonplayerinfo,draft_history_person_id
klay thompson,2011,11.0,1990-02-08,2011-06-25,21.374,nba_api_commonplayerinfo,draft_history_person_id
alec burks,2011,12.0,1991-07-20,2011-06-25,19.932,nba_api_commonplayerinfo,draft_history_person_id
markieff morris,2011,13.0,1989-09-02,2011-06-25,21.81,nba_api_commonplayerinfo,draft_history_person_id
marcus morris,2011,14.0,1989-09-02,2011-06-25,21.81,nba_api_commonplayerinfo,draft_history_person_id
kawhi leonard,2011,15.0,1991-06-29,2011-06-25,19.989,nba_api_commonplayerinfo,draft_history_person_id
nikola vucevic,2011,16.0,1990-10-24,2011-06-25,20.668,nba_api_commonplayerinfo,draft_history_person_id
iman shumpert,2011,17.0,1990-06-26,2011-06-25,20.997,nba_api_commonplayerinfo,draft_history_person_id
chris singleton,2011,18.0,1989-11-21,2011-06-25,21.591,nba_api_commonplayerinfo,draft_history_person_id
tobias harris,2011,19.0,1992-07-15,2011-06-25,18.943,nba_api_commonplayerinfo,draft_history_person_id
donatas motiejunas,2011,20.0,1990-09-20,2011-06-25,20.761,nba_api_commonplayerinfo,draft_history_person_id
