name,draft_year,overall_pick,position,organization,organization_type,draft_team_abbreviation,height_wo_shoes_in,height_w_shoes_in,weight_lbs,wingspan_in,standing_reach_in,body_fat_pct,hand_length_in,hand_width_in,standing_vertical_leap_in,max_vertical_leap_in,lane_agility_time_sec,modified_lane_agility_time_sec,three_quarter_sprint_sec,bench_press_reps,ncaa_conf,ncaa_pos,ncaa_exp,ncaa_height,ncaa_games,ncaa_mpg,ncaa_ppg,ncaa_fg_pct,ncaa_two_pct,ncaa_three_pct,ncaa_ft_pct,ncaa_oreb,ncaa_dreb,ncaa_rpg,ncaa_apg,ncaa_ast_to,ncaa_spg,ncaa_bpg,ncaa_tpg,ncaa_ortg,ncaa_adj_oe,ncaa_drtg,ncaa_porpag,ncaa_dporpag,ncaa_bpm,ncaa_obpm,ncaa_dbpm,ncaa_usage,birth_date,draft_age
johnathan motley,2017,999.0,PF,Baylor,College/University,,79.75,80.75,238.2,88.0,108.0,,9.0,9.5,,,,,,,B12,C,Jr,6-10,33.0,30.5,17.3235,0.558886509635974,0.538,0.258,0.702,3.7059,6.147099999999999,9.852900000000002,2.3235,0.7899836499999999,0.3529,1.0588,2.94120011217954,110.0,132.14899999999997,96.1425,4.84003,4.2212000000000005,7.420529999999999,5.438040000000001,1.98248,30.3,1995-05-04,22.136
justin jackson umd,2017,999.0,SF,,,,77.75,79.0,219.4,87.25,107.0,7.1,9.0,9.5,26.5,31.5,11.78,3.08,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kennedy meeks,2017,999.0,C,North Carolina,College/University,,80.75,82.25,276.6,85.0,106.0,11.5,8.75,8.75,28.0,30.5,12.91,3.35,3.5,15.0,ACC,C,Sr,6-10,39.0,24.325,12.525,0.5567282321899742,0.547,0.0,0.615,3.8,5.65,9.45,1.025,0.85416661,0.95,1.175,1.20000007960976,119.4,130.74399999999997,91.8471,3.7029,3.71428,8.508369999999998,5.773740000000001,2.73462,22.6,,
kobi simmons,2017,999.0,PG,Arizona,College/University,,75.25,76.5,166.2,78.0,99.0,5.0,8.5,9.5,30.5,38.5,11.15,2.98,3.18,3.0,P12,Combo G,Fr,6-5,37.0,23.5405,8.7838,0.423333333333333,0.435,0.327,0.775,0.3514,1.2703,1.6216,1.973,1.58703357,0.6486000000000001,0.0811,1.2431999154245996,104.2,109.995,102.29,1.88382,2.54767,1.05894,0.243446,0.815496,21.1,1997-07-04,19.967
melo trimble,2017,999.0,PG,Maryland,College/University,,73.25,74.5,195.2,74.0,95.5,10.6,8.0,8.75,24.5,32.0,10.75,2.92,3.27,6.0,B10,Combo G,Jr,6-3,32.0,32.090900000000005,16.848499999999998,0.434146341463415,0.531,0.313,0.7909999999999999,0.2727,3.3333,3.6061,3.6667,1.21001221,1.0909,0.1515,3.03030000003058,104.8,121.358,102.425,3.88201,3.48726,4.57848,4.00087,0.5776140000000001,28.4,,
moritz wagner,2017,999.0,PF,Michigan,College/University,,82.0,83.25,231.2,84.0,108.0,6.7,8.75,10.75,25.5,32.5,12.0,2.98,3.35,,B10,Wing F,So,6-11,38.0,23.8947,12.052600000000002,0.5736677115987461,0.6609999999999999,0.395,0.726,1.3421,2.8157999999999994,4.157899999999999,0.5263,0.37034692,1.0263,0.3684,1.42109997836623,117.3,129.95800000000003,100.66,3.53249,2.7933200000000005,6.324699999999999,4.88602,1.43868,24.0,1997-04-26,20.156
nigel hayes,2017,999.0,PF,Wisconsin,College/University,,78.25,79.5,254.2,87.25,104.5,11.5,8.75,10.0,29.0,33.5,11.81,2.94,3.27,16.0,B10,Wing F,Sr,6-8,37.0,32.4324,13.973,0.4857142857142861,0.488,0.314,0.587,2.2162,4.4054,6.6216,2.7027,1.58730244,0.7568,0.3784,1.7027000853095098,109.1,120.884,97.2899,3.76991,4.15549,5.591220000000001,3.90535,1.68587,24.9,,
omer yurtseven,2017,999.0,C,North Carolina St.,College/University,,82.5,83.75,248.4,85.0,108.5,7.6,9.0,10.5,26.0,31.5,12.85,3.3,3.45,6.0,ACC,PF/C,Fr,7-0,22.0,18.8636,5.9091000000000005,0.479338842975207,0.46,0.3329999999999999,0.719,1.3636,3.0,4.3636,1.1818,0.92857708,0.1818,0.7273,1.27269994646002,98.2,102.396,109.597,1.0064,1.7558599999999998,-1.99979,-2.2081800000000005,0.208396,19.1,,
peter jok,2017,999.0,SG-SF,Iowa,College/University,,76.25,77.75,202.4,80.0,102.0,11.0,8.25,9.5,26.5,31.0,11.34,2.93,3.41,,B10,Wing G,Sr,6-6,32.0,30.7188,19.875,0.428571428571429,0.467,0.38,0.911,0.9375,4.562499999999999,5.5,2.625,1.05,1.0625,0.0938,2.5,112.1,129.15,104.684,4.38027,2.96776,5.95695,5.964109999999999,-0.0071642,28.4,,
pj dozier,2017,999.0,SG,South Carolina,College/University,,77.25,78.75,200.6,83.0,101.0,6.1,8.5,9.5,34.0,39.0,10.84,2.98,3.15,9.0,SEC,Wing G,So,6-6,35.0,28.6944,13.9167,0.412765957446808,0.452,0.285,0.597,1.0833,3.7222,4.8056,2.8056,1.29487242,1.6667,0.2778,2.16669994407634,96.2,111.155,90.1059,2.37817,4.294809999999999,6.063009999999999,2.13985,3.92316,28.0,1996-10-25,20.657
rawle alkins,2017,999.0,SG-SF,Arizona,College/University,,74.5,75.75,222.6,80.75,99.0,11.0,8.75,10.0,31.5,40.5,11.99,3.18,3.3,7.0,P12,Wing G,Fr,6-5,37.0,28.0541,10.9189,0.481481481481481,0.521,0.37,0.733,1.5405,3.4054,4.9459,2.0541,1.13436055,0.8919,0.4595,1.81079992600236,110.9,117.227,98.0521,2.94902,3.43033,5.909590000000001,3.77098,2.13862,21.2,1997-10-29,19.647
svi mykhailiuk,2017,999.0,SG-SF,,,,78.5,79.5,219.6,77.0,100.0,11.4,8.0,9.25,27.0,33.0,12.4,3.25,3.53,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-06-10,20.033
thomas welsh,2017,999.0,PF-C,UCLA,College/University,,83.5,84.5,254.0,84.0,109.5,10.9,9.0,10.5,,,,,,11.0,P12,PF/C,Jr,7-0,32.0,25.0625,10.781199999999998,0.6072727272727269,0.584,1.0,0.894,2.1875000000000004,6.4688,8.6562,1.0,2.2857142900000005,0.3438,1.3438,0.4374999991796881,132.2,129.89600000000002,97.7138,3.73634,3.0474,5.607929999999999,4.19929,1.40864,16.8,1996-02-03,21.383
deandre ayton,2018,1.0,,Arizona,College/University,PHX,,,,,,,,,,,,,,,P12,C,Fr,7-1,35.0,33.4857,20.114300000000004,0.6722222222222218,0.635,0.3429999999999999,0.733,3.3713999999999995,8.2,11.5714,1.6286,0.82611341,0.5714,1.8857,1.9714000284779296,126.7,140.92700000000002,97.464,6.126469999999999,4.064909999999999,9.90362,8.027249999999999,1.87637,26.2,1998-07-23,19.912
marvin bagley,2018,2.0,,Duke,College/University,SAC,,,,,,,,,,,,,,,ACC,PF/C,Fr,6-11,33.0,33.7576,21.0303,0.6765799256505579,0.647,0.397,0.627,4.0,7.0909,11.0909,1.5152,0.66669599,0.8182,0.8788000000000001,2.27270003528895,123.8,139.569,96.4998,6.05945,4.41523,9.644699999999998,8.300440000000002,1.3442500000000002,25.8,1999-03-14,19.272
luka doncic,2018,3.0,,Real Madrid Baloncesto (Spain),Other Team/Club,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-02-28,19.31
jaren jackson,2018,4.0,PF-C,Michigan State,College/University,MEM,81.75,83.25,236.0,89.25,110.0,7.2,10.0,10.0,,,,,,,B10,PF/C,Fr,6-11,35.0,21.857100000000003,10.9143,0.5703422053231941,0.596,0.396,0.7969999999999999,1.4856999999999998,4.314299999999999,5.8,1.1143,0.62905048,0.6,3.0,1.7713999677736498,116.8,125.645,85.8569,2.88669,3.5573200000000003,10.5672,3.90199,6.665169999999999,22.8,1999-09-15,18.765
trae young,2018,5.0,PG,Oklahoma,College/University,DAL,72.5,73.75,177.8,75.0,95.5,5.35,8.0,9.25,,,,,,,B12,Pure PG,Fr,6-2,32.0,35.4062,27.375,0.4230145867098871,0.493,0.361,0.8610000000000001,0.4375,3.4688,3.9062,8.6562,1.6586572200000005,1.6875,0.25,5.21879981928997,112.1,145.64399999999998,106.864,7.067139999999999,3.53946,10.1526,9.41387,0.7387490000000001,38.4,1998-09-19,19.754
mo bamba,2018,6.0,C,Texas,College/University,ORL,83.25,84.75,225.6,94.0,115.5,6.2,9.75,10.25,,,,,,,SB,C,So,6-8,27.0,14.133299999999998,5.6667,0.677685950413223,0.625,0.0,0.543,1.3667,1.9667,3.3333,0.4,0.57142859,0.1333,0.6,0.6999999772500011,114.7,110.986,105.318,1.15627,1.11809,1.02893,0.911171,0.117761,17.9,1998-05-12,20.11
wendell carter,2018,7.0,C-PF,Duke,College/University,CHI,80.75,82.0,251.4,88.5,109.0,7.85,8.5,9.0,,,,,,,ACC,PF/C,Fr,6-10,37.0,26.837800000000005,13.5405,0.6233421750663128,0.586,0.413,0.738,2.9459,6.108099999999999,9.0541,2.0,0.98667985,0.8108000000000001,2.0541,2.02699994329468,121.5,133.46800000000002,92.0353,4.25694,3.90976,10.366,5.9064000000000005,4.45957,23.4,1999-04-16,19.181
collin sexton,2018,8.0,PG,Alabama,College/University,CLE,72.5,73.5,183.0,79.25,98.5,5.6,8.25,8.5,,,,,,,SEC,Scoring PG,Fr,6-3,33.0,29.9394,19.1515,0.45067264573991,0.495,0.3359999999999999,0.778,1.0303,2.7273000000000005,3.7576,3.6061,1.29348259,0.8485,0.0909,2.7878999129010307,109.6,133.597,104.341,4.79444,3.25388,6.03541,5.436300000000001,0.599108,32.5,1999-01-04,19.461
kevin knox,2018,9.0,SF,Kentucky,College/University,NYK,79.75,81.0,212.6,83.75,108.0,4.95,8.75,9.25,,,,,,,SEC,Wing F,Fr,6-9,37.0,32.3784,15.6216,0.466377440347072,0.511,0.3409999999999999,0.774,0.8919,4.5135,5.4054,1.4324,0.6235145299999999,0.8378000000000001,0.2703,2.297300112637311,107.0,117.546,101.745,3.37023,3.79711,4.20605,3.05329,1.15276,23.0,1999-08-11,18.861
mikal bridges,2018,10.0,,Villanova,College/University,PHI,,,,,,,,,,,,,,,BE,Wing G,Jr,6-7,40.0,32.175000000000004,17.650000000000002,0.5396518375241783,0.593,0.435,0.8510000000000001,1.35,3.95,5.3,1.925,1.4259258699999997,1.525,1.075,1.35000005294805,130.1,140.76999999999998,97.393,5.898,4.236210000000001,12.0123,8.463740000000001,3.5485300000000004,22.0,1996-08-30,21.807
shai gilgeous alexander,2018,11.0,PG,Kentucky,College/University,CHA,76.5,78.0,180.0,83.5,104.0,3.0,9.0,9.0,,,,,,,SEC,Scoring PG,Fr,6-6,37.0,33.72970000000001,14.3784,0.5,0.5,0.404,0.8220000000000001,0.8919,3.2432000000000003,4.1351,5.108099999999999,1.90907054,1.6486,0.4865,2.67569997701604,114.1,125.112,100.791,4.39339,4.06009,8.111769999999998,5.06269,3.04908,22.8,1998-07-12,19.943
miles bridges,2018,12.0,SF,Michigan State,College/University,LAC,77.25,78.75,220.4,81.5,103.5,5.9,9.0,9.75,,,,,,,B10,Wing F,So,6-7,34.0,31.3824,17.117600000000003,0.486761710794297,0.527,0.366,0.8450000000000001,1.2647,5.7059,6.970600000000001,2.6471000000000005,1.3432964399999998,0.6176,0.7647,1.97060002630544,116.2,128.123,94.6045,4.41314,4.20958,7.615979999999999,5.75657,1.85941,25.0,1998-03-21,20.252
jerome robinson,2018,13.0,SG,Boston College,College/University,LAC,76.0,77.0,188.4,79.25,98.0,6.05,9.0,10.0,,,,,,,ACC,Combo G,Jr,6-5,35.0,36.0,20.7714,0.496212121212121,0.533,0.409,0.8300000000000001,0.5143,3.0857,3.6,3.3143,1.20831973,0.8571000000000001,0.1429,2.7428998448945303,114.7,128.73299999999998,108.007,5.102679999999999,3.15995,4.821929999999999,5.222169999999999,-0.40024,26.3,1997-02-22,21.325
michael porter,2018,14.0,SF-PF,Missouri,College/University,DEN,81.5,82.75,211.0,84.25,108.5,6.4,8.75,9.25,,,,,,,SEC,Stretch 4,Fr,6-10,3.0,17.6667,10.0,0.3333333333333329,0.35,0.3,0.778,1.3333,5.3333,6.6667,0.3333,0.3332999899999999,1.0,0.3333,1.000000030003,92.7,113.997,88.65879999999999,1.62752,2.79063,8.152190000000001,4.7739,3.37829,33.3,1998-06-29,19.978
troy brown,2018,15.0,SF,Oregon,College/University,WAS,77.75,78.75,208.0,82.25,105.0,7.05,9.0,9.75,26.0,33.0,11.51,3.29,3.33,5.0,P12,Wing G,Fr,6-7,35.0,31.1714,11.3143,0.4601769911504421,0.524,0.291,0.743,1.5143,4.6857,6.2,3.1714,1.29070863,1.5714,0.2,2.45709986459144,103.7,107.03,100.915,2.0883100000000003,3.3924099999999995,2.78955,1.0432,1.74635,21.7,1999-07-28,18.899
zhaire smith,2018,16.0,SF-SG,Texas Tech,College/University,PHX,74.75,76.0,198.6,81.75,100.0,6.05,8.75,8.25,33.0,41.5,11.02,3.15,3.05,10.0,B12,Wing G,Fr,6-5,37.0,28.4054,11.2162,0.6224783861671469,0.5700000000000001,0.45,0.717,2.1351,2.7568,4.8919,1.7296999999999998,1.52383046,1.1622,1.027,1.1351000294350302,124.3,128.07299999999998,94.3872,3.97746,3.98587,9.49126,5.563879999999999,3.92738,18.6,1999-06-04,19.047
donte divincenzo,2018,17.0,SG,Villanova,College/University,MIL,75.5,76.5,200.6,78.0,97.5,5.0,8.25,9.0,34.5,42.0,10.72,3.12,3.11,12.0,BE,Wing G,So,6-5,40.0,29.275,13.425,0.493765586034913,0.5750000000000001,0.401,0.71,1.15,3.6,4.75,3.475,1.7594935999999997,1.05,0.2,1.97500007956835,119.5,130.504,100.427,4.33319,3.56864,8.097019999999999,5.81862,2.2784,22.8,1997-01-31,21.385
lonnie walker,2018,18.0,SG,Miami (FL),College/University,SAS,75.75,76.5,196.2,82.25,99.5,5.65,9.0,9.5,31.5,40.0,10.87,2.91,3.06,12.0,ACC,Combo G,Fr,6-5,32.0,27.75,11.5,0.435045317220544,0.487,0.346,0.738,0.4062,2.1875000000000004,2.5938,1.9062,1.64867667,0.9375,0.4688,1.1562000207111602,107.9,113.731,101.866,2.51128,3.01536,4.499060000000001,2.92349,1.5755599999999998,21.1,1998-12-14,19.518
kevin huerter,2018,19.0,SG,Maryland,College/University,ATL,78.25,79.25,194.0,79.5,101.5,8.6,8.25,8.5,31.0,38.0,10.89,2.97,3.09,9.0,B10,Wing G,So,6-7,31.0,34.343799999999995,14.75,0.5078369905956109,0.6,0.414,0.763,0.9688,4.062499999999999,5.031200000000001,3.375,1.35,0.625,0.6562,2.5,116.3,124.465,102.028,4.39099,3.76114,7.10227,5.573390000000001,1.52889,21.5,1998-08-27,19.817
josh okogie,2018,20.0,SG,Georgia Tech,College/University,MIN,75.0,76.5,210.8,84.0,102.0,5.2,9.0,9.75,33.0,42.0,11.08,3.03,3.04,12.0,ACC,Wing G,So,6-4,24.0,36.375,18.2083,0.4421364985163199,0.432,0.38,0.8210000000000001,2.25,4.0,6.25,2.4583,0.9671874,1.75,0.9583,2.5416997781402,107.9,123.58,100.756,4.53705,4.229220000000001,7.11086,5.203620000000001,1.90724,26.8,1998-09-01,19.803
grayson allen,2018,21.0,SG,Duke,College/University,UTA,75.0,76.5,198.0,79.25,97.0,5.55,8.25,10.0,32.5,40.5,10.31,3.04,3.15,,ACC,Scoring PG,Sr,6-5,37.0,35.5676,15.459500000000002,0.441241685144124,0.503,0.37,0.8500000000000001,0.5405,2.7838000000000003,3.3243,4.6486,2.17722839,1.7296999999999998,0.0541,2.13509984591006,121.1,128.12,101.134,4.9860500000000005,4.124949999999998,7.30047,4.647109999999999,2.65336,20.3,1995-10-08,22.702
chandler hutchison,2018,22.0,,Boise State,College/University,CHI,,,,,,,,,,,,,,,MWC,Wing G,Sr,6-7,30.0,31.0,19.9677,0.5011135857461018,0.525,0.35,0.731,0.8710000000000001,6.8065,7.6774,3.4516,1.0288542099999998,1.4838999999999998,0.2581,3.35479989920049,106.9,125.734,92.5158,4.07703,4.103129999999999,8.17988,4.82928,3.3506,33.0,1996-04-26,22.152
aaron holiday,2018,23.0,PG,California-Los Angeles,College/University,IND,71.75,72.75,187.0,79.5,97.0,6.4,8.75,8.5,25.5,33.0,10.96,3.22,3.27,,P12,Scoring PG,Jr,6-1,33.0,37.697,20.3333,0.46551724137931,0.486,0.429,0.8280000000000001,0.5152,3.1515,3.6667,5.8182,1.5359962399999996,1.2727,0.2424,3.78789989746329,112.9,127.54,106.928,5.127849999999999,3.3327,5.015549999999999,4.87478,0.140775,27.2,1996-09-30,21.722
anfernee simons,2018,24.0,SG-PG,IMG Academy,High School,POR,74.25,75.25,183.2,81.25,99.5,7.7,8.75,9.0,32.0,41.5,11.27,3.16,3.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-06-08,19.036
moritz wagner,2018,25.0,C-PF,Michigan,College/University,LAL,82.5,83.5,241.4,84.0,108.0,6.75,9.0,10.75,27.0,34.0,11.48,3.07,3.18,8.0,B10,Stretch 4,Jr,6-11,38.0,27.641,14.6154,0.5516431924882631,0.612,0.392,0.698,1.4614999999999998,5.6667,7.1282,0.8462000000000001,0.5893168099999999,0.9744,0.5128,1.4358999873090297,114.8,127.389,91.4329,3.82106,4.241660000000001,8.319,5.04275,3.27625,24.6,1997-04-26,21.153
landry shamet,2018,26.0,PG,Wichita State,College/University,PHI,76.0,77.25,188.6,78.75,100.0,4.85,8.0,9.0,31.0,39.5,11.26,3.21,3.11,8.0,Amer,Scoring PG,So,6-4,32.0,31.7188,14.9062,0.4968944099378881,0.56,0.442,0.8250000000000001,0.4375,2.7812,3.2188,5.187499999999999,2.47755269,0.7188,0.1875,2.09380007171512,127.5,133.76999999999998,104.926,5.058909999999999,2.99378,7.65905,7.29565,0.3634,21.0,1997-03-13,21.273
robert williams,2018,27.0,,Texas A&M,College/University,BOS,,,,,,,,,,,,,,,SEC,C,So,6-10,30.0,25.6333,10.366700000000002,0.711340206185567,0.6679999999999999,0.0,0.471,2.3667,6.8667,9.233299999999998,1.4332999999999998,0.82691977,0.8,2.5,1.73329995484326,111.4,116.863,89.95320000000001,2.61643,4.054869999999999,9.609369999999998,4.16384,5.44554,19.3,1997-10-17,20.676
jacob evans,2018,28.0,SG-SF,Cincinnati,College/University,GSW,76.25,77.5,199.6,81.25,102.5,6.5,9.0,9.25,28.0,35.5,11.11,3.14,3.2,8.0,Amer,Wing G,Jr,6-6,36.0,30.75,13.0,0.443877551020408,0.47,0.37,0.754,1.3889,3.3333,4.7222,3.1389,1.79365717,1.3056,0.9722,1.7499999735177898,114.2,118.852,87.5121,3.35094,4.67584,9.06766,4.35947,4.70818,22.0,1997-06-18,21.008
dzanan musa,2018,29.0,,KK Cedevita (Croatia),Other Team/Club,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-08,19.121
omari spellman,2018,30.0,PF-C,Villanova,College/University,ATL,80.0,81.25,253.8,86.0,107.5,13.75,9.0,9.0,28.5,35.5,12.28,3.35,3.38,8.0,BE,PF/C,Fr,6-8,40.0,28.125,10.85,0.501347708894879,0.511,0.433,0.7,2.25,5.775,8.025,0.75,0.75,0.65,1.475,1.0,121.0,123.896,95.809,3.5241100000000003,3.84632,6.62804,4.40706,2.2209800000000004,17.9,1997-07-21,20.917
elie okobo,2018,31.0,,Elan Bearnais Pau-Orthez (France),Other Team/Club,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-10-23,20.66
jevon carter,2018,32.0,PG,West Virginia,College/University,MEM,72.25,73.5,196.2,76.25,95.0,4.15,9.25,8.5,29.0,36.5,11.04,3.05,3.18,14.0,B12,Pure PG,Sr,6-2,37.0,35.4324,17.2973,0.424657534246575,0.441,0.393,0.8580000000000001,0.7837999999999999,3.8649,4.6486,6.6486,2.5102317600000004,3.027,0.3514,2.64860006392398,117.3,131.92600000000002,94.3123,5.450240000000001,4.867819999999999,11.1353,6.540979999999999,4.59429,25.1,1995-09-14,22.768
jalen brunson,2018,33.0,PG,Villanova,College/University,DAL,73.0,74.25,198.4,76.0,96.0,6.7,8.25,9.25,29.0,37.0,10.59,3.11,3.15,7.0,BE,Scoring PG,Jr,6-2,40.0,31.8,18.9,0.5267175572519079,0.599,0.408,0.802,0.3,2.75,3.05,4.6,2.59154928,0.925,0.025,1.7750000108043498,128.5,146.11399999999998,103.211,6.413460000000001,3.5916,9.46785,7.833,1.63484,26.1,1996-08-31,21.804
devonte graham,2018,34.0,PG,Kansas,College/University,ATL,72.25,73.5,186.4,78.25,96.0,4.8,8.5,9.5,31.0,37.0,11.28,3.15,3.21,14.0,B12,Pure PG,Sr,6-2,39.0,37.8205,17.3077,0.400801603206413,0.392,0.406,0.8270000000000001,0.6154,3.4103,4.0256,7.2308,2.58714097,1.5897,0.0513,2.79489988518098,117.9,133.726,104.223,6.05396,4.25402,7.71554,6.34387,1.37167,25.2,1995-02-22,23.326
melvin frazier,2018,35.0,SF-SG,Tulane,College/University,ORL,76.5,78.0,198.2,85.75,105.0,7.9,9.5,9.5,31.0,40.5,11.24,3.08,3.08,0.0,Amer,Wing G,Jr,6-6,30.0,34.4,15.9,0.5955678670360108,0.623,0.385,0.712,1.1667,4.433300000000001,5.6,2.8667,1.11688158,2.1,0.7333,2.5667000435265503,111.8,116.373,101.11,3.43843,3.42247,6.27618,3.90669,2.36949,21.8,1996-08-30,21.807
mitchell robinson,2018,36.0,,,,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-04-01,20.222
gary trent,2018,37.0,SG,Duke,College/University,SAC,76.25,77.75,204.2,80.75,98.0,7.0,8.5,9.5,33.5,39.5,11.37,2.99,3.12,12.0,ACC,Wing G,Fr,6-6,37.0,33.7568,14.4865,0.422632794457275,0.43,0.402,0.8760000000000001,0.8378000000000001,3.4054,4.243200000000001,1.4053999999999998,1.3684519000000002,1.1622,0.1351,1.02699992597475,122.3,123.94700000000002,101.732,4.24661,3.84901,5.84746,3.98383,1.86363,17.3,1999-01-18,19.422
khyri thomas,2018,38.0,SG,Creighton,College/University,PHI,74.5,75.75,198.8,82.5,101.0,6.4,8.75,9.25,30.0,35.0,10.96,3.18,3.18,14.0,BE,Combo G,Jr,6-3,32.0,31.697000000000003,15.0606,0.5621468926553671,0.632,0.416,0.7879999999999999,1.0606,3.303,4.3636,2.7879000000000005,1.55931541,1.697,0.2424,1.7878999861868898,120.3,126.188,101.152,4.27253,3.76016,7.906220000000001,4.99301,2.91321,20.7,1996-05-08,22.119
isaac bonga,2018,39.0,,Fraport Skyliners (Germany),Other Team/Club,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-11-08,18.617
rodions kurucs,2018,40.0,,FC Barcelona Basquet (Spain),Other Team/Club,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-02-05,20.372
jarred vanderbilt,2018,41.0,,Kentucky,College/University,ORL,,,,,,,,,,,,,,,SEC,C,Fr,6-9,14.0,17.0,5.857099999999999,0.4868421052631581,0.433,0.0,0.632,3.2857000000000003,4.571400000000001,7.857099999999999,1.0,0.93335818,0.4286,0.7857,1.07140004922869,107.3,119.626,92.8541,1.8814,2.5431000000000004,5.050660000000001,3.02946,2.0212,22.9,1999-04-03,19.217
bruce brown,2018,42.0,SG-PG,Miami (FL),College/University,DET,75.5,77.0,194.6,81.0,98.5,3.75,8.5,8.5,32.5,38.0,11.11,3.44,3.2,17.0,ACC,Wing G,So,6-5,19.0,33.6842,11.3684,0.45320197044335,0.484,0.267,0.629,1.3158,5.7895,7.1053,4.0,1.76740894,1.3158,0.7894999999999999,2.2632000492200706,100.5,105.94100000000002,96.6113,2.13344,4.020029999999999,4.37885,1.4538899999999997,2.92496,22.1,1996-08-15,21.848
justin jackson,2018,43.0,PF,Maryland,College/University,DEN,78.0,78.75,229.4,87.0,105.0,8.9,9.0,9.5,,,,,,,B10,Stretch 4,So,6-7,11.0,29.3636,9.8182,0.378640776699029,0.443,0.25,0.8280000000000001,2.4545,5.6364,8.0909,1.9091,0.65625108,0.8182,0.8182,2.90909997435738,91.3,98.1559,96.65829999999998,1.0788,3.4239,1.34421,0.207988,1.13622,24.2,,
issuf sanon,2018,44.0,,KK Olimpija (Slovenia),Other Team/Club,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamidou diallo,2018,45.0,SG,Kentucky,College/University,BKN,76.25,78.0,197.0,83.5,103.0,4.45,8.75,9.0,32.5,40.5,10.53,3.14,3.1,1.0,SEC,Wing G,Fr,6-5,37.0,24.810800000000004,10.027,0.455357142857143,0.458,0.3379999999999999,0.611,0.8649000000000001,2.7568,3.6216,1.2432,0.90191524,0.7568,0.3514,1.3784000367928102,101.1,108.848,102.116,1.83619,2.8797399999999995,1.80476,0.3090389999999999,1.4957299999999998,21.3,1998-07-31,19.89
de anthony melton,2018,46.0,SG-PG,Southern California,College/University,HOU,74.25,75.25,193.2,80.5,99.5,5.2,8.5,9.5,31.0,36.5,11.48,3.33,3.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-05-28,20.066
svi mykhailiuk,2018,47.0,SG-SF,Kansas,College/University,LAL,78.5,79.75,211.6,76.75,100.0,8.45,8.25,9.5,30.5,37.0,11.25,3.18,3.15,4.0,B12,Wing F,Sr,6-8,39.0,34.538500000000006,14.6154,0.4558232931726911,0.423,0.444,0.804,1.1282,2.7949,3.9231,2.7436000000000003,1.64612701,1.1795,0.3077,1.6667000683015305,115.1,122.813,105.136,4.224889999999999,3.783430000000001,5.58532,4.26076,1.32457,20.1,1997-06-10,21.029
keita bates diop,2018,48.0,SG-SF,Ohio State,College/University,MIN,79.25,80.5,223.8,87.25,106.5,5.35,9.0,8.5,30.5,35.0,11.2,3.28,3.17,11.0,B10,PF/C,Jr,6-7,34.0,33.0882,19.7647,0.4953095684803,0.547,0.359,0.7939999999999999,1.5294,7.1765,8.7059,1.6471,0.90326292,0.9118,1.6471,1.8235000723820296,114.5,131.508,93.7832,5.00365,4.624059999999999,10.297,7.46267,2.83435,27.5,1996-01-23,22.409
chimezie metu,2018,49.0,PF-C,Southern California,College/University,MIL,80.5,81.5,219.6,84.5,108.0,5.05,9.0,9.25,29.5,36.0,11.89,3.25,3.33,5.0,P12,C,Jr,6-11,34.0,30.9706,15.6765,0.590909090909091,0.548,0.3,0.73,1.8824,5.5588,7.441200000000001,1.5588,0.77939999,0.7940999999999999,1.7352999999999998,2.00000002566077,110.2,120.334,98.4822,3.50837,3.66969,4.58157,2.53583,2.04575,25.1,1997-03-22,21.248
alize johnson,2018,50.0,PF,Missouri State,College/University,IND,79.25,80.0,216.6,80.75,103.0,8.1,8.5,9.75,25.0,31.0,11.83,3.28,3.38,8.0,MVC,PF/C,Sr,6-9,32.0,31.1515,15.0,0.4392059553349881,0.514,0.28,0.759,3.1515,8.4848,11.6364,2.8485,1.2702908,0.4545,0.4242,2.24239992921306,109.3,122.814,97.1451,3.85453,3.41907,5.90598,5.79397,0.112016,27.9,1996-04-22,22.163
tony carr,2018,51.0,PG,Penn State,College/University,NOP,75.0,76.5,198.8,80.25,100.0,6.5,8.5,9.75,25.0,31.5,11.89,3.4,3.17,0.0,B10,Scoring PG,So,6-5,37.0,35.35139999999999,19.5946,0.411276948590381,0.395,0.433,0.7989999999999999,0.8919,4.054099999999999,4.9459,5.026999999999999,2.1882208400000005,0.8108000000000001,0.2973,2.2973001207684303,112.0,130.126,101.27,5.20015,4.07259,7.54649,6.77033,0.776158,29.5,1997-10-11,20.693
