name,draft_year,overall_pick,position,organization,organization_type,draft_team_abbreviation,height_wo_shoes_in,height_w_shoes_in,weight_lbs,wingspan_in,standing_reach_in,body_fat_pct,hand_length_in,hand_width_in,standing_vertical_leap_in,max_vertical_leap_in,lane_agility_time_sec,modified_lane_agility_time_sec,three_quarter_sprint_sec,bench_press_reps
walter sharpe,2008,32,,Alabama-Birmingham,College/University,OKC,,,,,,,,,,,,,,
joey dorsey,2008,33,PF-C,Memphis,College/University,POR,78.25,79.25,265.0,85.75,107.0,9.0,,,27.5,33.0,11.84,,3.2,19.0
mario chalmers,2008,34,,Kansas,College/University,MIN,,,,,,,,,,,,,,
deandre jordan,2008,35,C,Texas A&M,College/University,LAC,81.75,83.0,250.0,90.0,113.5,7.5,,,26.0,30.5,12.3,,3.27,8.0
omer asik,2008,36,,Fenerbahce S.K. (Turkey),Other Team/Club,POR,,,,,,,,,,,,,,
luc mbah a moute,2008,37,SF,California-Los Angeles,College/University,MIL,77.75,79.5,221.0,86.5,103.5,7.0,,,32.0,38.5,11.71,,3.17,11.0
kyle weaver,2008,38,,Washington State,College/University,CHA,,,,,,,,,,,,,,
sonny weems,2008,39,SG-SF,Arkansas,College/University,CHI,76.0,77.5,193.0,82.0,104.0,4.4,,,29.0,36.5,10.58,,2.96,12.0
chris douglas roberts,2008,40,,Memphis,College/University,NJN,,,,,,,,,,,,,,
nathan jawai,2008,41,,Cairns Taipans (Australia),Other Team/Club,IND,,,,,,,,,,,,,,
sean singletary,2008,42,PG,Virginia,College/University,SAC,71.0,72.0,183.8,76.5,95.0,4.2,,,26.0,,,,,18.0
patrick ewing,2008,43,SF-PF,Georgetown,College/University,SAC,78.0,79.25,224.0,84.25,97.5,9.4,,,35.0,42.0,11.77,,3.43,2.0
ante tomic,2008,44,,KK Zagreb (Croatia),Other Team/Club,UTA,,,,,,,,,,,,,,
goran dragic,2008,45,,KK Olimpija (Slovenia),Other Team/Club,SAS,,,,,,,,,,,,,,
trent plaisted,2008,46,PF,Brigham Young,College/University,OKC,81.25,82.25,240.0,82.5,105.5,11.0,,,30.5,35.5,11.32,,3.17,14.0
henry walker,2008,47,,Kansas State,College/University,WAS,,,,,,,,,,,,,,
malik hairston,2008,48,SG,Oregon,College/University,PHX,76.25,77.25,204.0,81.0,103.5,6.9,,,30.5,38.0,11.33,,3.08,13.0
richard hendrix,2008,49,PF,Alabama,College/University,GSW,78.75,80.75,250.0,87.0,108.0,9.2,,,26.5,28.0,10.62,,3.27,13.0
devon hardin,2008,50,C-PF,California,College/University,OKC,81.5,82.75,235.0,87.0,109.5,5.8,,,29.5,32.0,11.49,,3.33,20.0
shan foster,2008,51,SG,Vanderbilt,College/University,DAL,76.0,77.25,194.5,83.5,103.5,6.3,,,30.0,33.0,12.3,,3.24,10.0
darnell jackson,2008,52,PF,Kansas,College/University,MIA,79.0,79.75,240.5,83.25,106.5,12.5,,,27.0,31.0,11.75,,3.26,11.0
tadija dragicevic,2008,53,,KK Crvena zvezda (Serbia),Other Team/Club,UTA,,,,,,,,,,,,,,
maarty leunen,2008,54,SF,Oregon,College/University,HOU,79.25,80.5,222.0,80.0,102.5,8.9,,,29.5,34.5,11.57,,3.36,14.0
mike taylor,2008,55,SG-PG,Idaho Stampede (D-League),Other Team/Club,POR,72.75,74.0,166.2,79.25,98.0,3.8,,,31.0,39.0,10.98,,3.08,2.0
sasha kaun,2008,56,C-PF,Kansas,College/University,OKC,81.0,82.75,247.0,88.0,110.0,9.6,,,29.0,32.0,12.06,,3.2,13.0
james gist,2008,57,PF,Maryland,College/University,SAS,79.0,80.5,220.0,88.0,107.5,4.8,,,30.5,35.0,11.37,,3.14,5.0
joe crawford,2008,58,SG,Kentucky,College/University,LAL,75.0,76.0,213.0,77.75,99.5,7.6,,,31.0,36.0,11.67,,3.22,13.0
deron washington,2008,59,SF,Virginia Tech,College/University,DET,77.25,78.25,198.5,81.0,102.5,7.2,,,34.0,40.0,11.03,,3.09,7.0
semih erden,2008,60,,Fenerbahce S.K. (Turkey),Other Team/Club,BOS,,,,,,,,,,,,,,
aleks maric,2008,999,C,,,,81.75,82.75,273.0,85.0,109.5,10.1,,,23.0,28.0,11.76,,3.35,15.0
brian butch,2008,999,C-PF,,,,81.5,83.0,229.6,83.25,108.0,10.8,,,24.0,26.5,11.87,,3.52,9.0
brian roberts,2008,999,PG,,,,72.25,73.25,173.0,73.25,95.0,3.6,,,31.5,36.5,10.65,,3.05,10.0
bryce taylor,2008,999,SG,,,,74.75,76.25,210.0,81.0,99.5,8.3,,,34.5,41.0,11.08,,3.19,16.0
charles rhodes,2008,999,PF,,,,79.25,80.25,244.0,83.25,107.5,10.7,,,26.5,33.5,11.51,,3.13,14.0
chris daniels,2008,999,C-PF,,,,80.25,81.5,256.0,84.5,109.0,16.1,,,26.0,28.5,12.72,,3.56,11.0
david padgett,2008,999,C-PF,,,,82.25,83.5,239.5,85.0,109.5,9.0,,,24.0,28.0,12.45,,3.45,17.0
davon jefferson,2008,999,SF,,,,77.25,78.5,213.0,81.5,105.0,12.0,,,27.0,32.0,12.02,,3.36,2.0
demarcus nelson,2008,999,PG-SG,,,,73.0,74.25,198.0,82.0,98.5,4.5,,,34.5,38.5,10.54,,3.13,19.0
drew neitzel,2008,999,PG,,,,71.75,72.75,175.5,74.5,95.0,6.2,,,25.5,32.0,11.19,,3.2,10.0
frank elegar,2008,999,PF,,,,79.25,80.75,210.0,87.25,106.0,4.5,,,33.5,37.5,11.86,,3.17,11.0
gary forbes,2008,999,SG,,,,76.5,77.75,220.5,83.25,104.5,6.5,,,27.5,33.5,11.45,,3.25,13.0
jamar butler,2008,999,PG,,,,72.25,73.5,182.0,76.75,97.0,6.0,,,,,,,,15.0
james mays,2008,999,PF,,,,78.75,79.75,227.0,85.75,105.0,8.8,,,29.5,35.0,11.23,,3.19,13.0
jeremy pargo,2008,999,PG,,,,72.5,73.5,208.0,77.0,96.0,7.6,,,32.0,37.0,10.65,,3.07,7.0
jiri hubalek,2008,999,C-PF,,,,81.5,83.0,226.0,82.75,109.0,8.8,,,20.5,26.0,12.26,,3.54,2.0
john riek,2008,999,C,,,,82.5,84.0,237.0,92.75,,11.0,,,,,,,,
joseph jones,2008,999,PF,,,,79.0,80.5,240.0,84.25,107.0,12.2,,,25.5,31.0,11.61,,3.33,16.0
josh duncan,2008,999,PF,,,,80.0,81.0,230.0,83.5,104.5,5.4,,,28.0,32.0,12.47,,3.26,26.0
keith brumbaugh,2008,999,SF-PF,,,,79.5,80.75,190.0,79.25,104.5,4.0,,,26.0,27.0,11.65,,3.28,2.0
kentrell gransberry,2008,999,C,,,,78.75,79.75,290.0,82.25,106.0,17.4,,,24.5,27.5,12.16,,3.32,18.0
kyle hines,2008,999,SF-PF,,,,75.75,77.25,234.0,85.25,104.5,3.6,,,28.5,33.0,12.17,,3.4,16.0
lester hudson,2008,999,PG,,,,71.75,73.0,196.0,80.75,98.5,3.4,,,30.5,36.0,11.15,,3.16,12.0
longar longar,2008,999,C,,,,81.0,82.0,212.5,85.25,109.5,10.6,,,,,,,,14.0
marcelus kemp,2008,999,SG,,,,75.0,76.25,221.0,80.5,103.5,9.0,,,26.0,30.0,11.79,,3.39,9.0
marcus dove,2008,999,SF-PF,,,,78.75,79.5,208.0,83.5,105.0,5.3,,,27.5,33.5,11.59,,3.26,10.0
mark tyndale,2008,999,SG-SF,,,,74.75,75.5,217.0,83.0,103.5,6.7,,,27.0,33.5,12.52,,3.14,5.0
othello hunter,2008,999,PF-SF,,,,78.5,79.5,220.0,87.0,109.5,6.4,,,28.0,34.5,11.51,,3.18,7.0
pat calathes,2008,999,SF-PF,,,,80.75,81.75,204.0,81.75,106.0,7.3,,,,,,,,7.0
quan prowell,2008,999,SF-PF,,,,78.75,79.75,225.5,82.5,103.5,6.5,,,32.0,36.0,11.79,,3.14,16.0
ramel bradley,2008,999,PG-SG,,,,73.25,74.25,184.0,77.0,98.0,5.7,,,24.5,29.5,10.68,,3.24,9.0
reggie williams,2008,999,SG,,,,75.25,76.0,199.0,81.25,103.0,5.3,,,31.5,36.5,11.32,,3.07,15.0
richard roby,2008,999,SG-SF,,,,76.25,77.5,203.0,81.75,104.0,9.2,,,,,,,,
robert vaden,2008,999,SG,,,,75.5,76.5,199.0,80.0,101.0,6.2,,,26.0,29.5,11.97,,3.4,10.0
ronald steele,2008,999,PG,,,,72.25,73.5,183.5,76.25,97.5,8.1,,,25.0,29.5,11.08,,3.26,5.0
russell robinson,2008,999,PG,,,,72.5,73.5,196.0,80.0,100.5,7.4,,,25.0,31.5,11.3,,3.15,8.0
shaun pruitt,2008,999,C-PF,,,,80.25,81.0,242.2,85.0,107.5,13.8,,,27.0,32.5,11.3,,3.4,10.0
shawn james,2008,999,PF,,,,79.75,81.0,217.0,89.0,111.0,9.2,,,,,,,,6.0
stanley burrell,2008,999,PG,,,,73.5,74.5,201.0,78.25,97.5,5.6,,,29.5,34.5,11.19,,3.19,21.0
takais brown,2008,999,PF,,,,79.25,80.5,252.0,82.0,106.0,9.2,,,29.0,31.0,12.47,,3.25,22.0
tyrone brazelton,2008,999,PG,,,,70.0,71.0,166.0,73.75,94.0,8.1,,,30.0,34.0,11.59,,3.25,8.0
vladimir golubovic,2008,999,C,,,,83.25,84.25,258.0,86.5,111.5,6.9,,,21.5,27.0,12.4,,3.33,15.0
blake griffin,2009,1,PF,Oklahoma,College/University,LAC,80.5,82.0,248.4,83.25,105.0,8.2,,,32.0,35.5,10.95,,3.28,22.0
hasheem thabeet,2009,2,C,Connecticut,College/University,MEM,85.25,86.5,267.2,90.25,113.0,6.7,,,,,,,,
james harden,2009,3,SG,Arizona State,College/University,OKC,76.0,77.25,222.0,82.75,103.5,10.1,,,31.5,37.0,11.1,,3.13,17.0
tyreke evans,2009,4,PG-SG,Memphis,College/University,SAC,76.0,77.25,220.6,83.25,104.0,7.1,,,28.5,34.0,11.81,,3.17,7.0
ricky rubio,2009,5,,Joventut Badalona (Spain),Other Team/Club,MIN,,,,,,,,,,,,,,
jonny flynn,2009,6,PG,Syracuse,College/University,MIN,71.25,72.75,195.6,76.0,95.5,6.3,,,33.0,40.0,10.86,,3.23,10.0
stephen curry,2009,7,PG-SG,Davidson,College/University,GSW,74.0,75.25,181.0,75.5,97.0,5.7,,,29.5,35.5,11.07,,3.28,10.0
jordan hill,2009,8,PF-C,Arizona,College/University,NYK,81.25,82.25,232.4,85.5,108.0,6.0,,,31.0,35.0,12.23,,3.3,11.0
demar derozan,2009,9,SG-SF,Southern California,College/University,TOR,77.5,78.5,211.2,81.0,102.5,4.9,,,29.0,38.5,11.88,,3.31,5.0
brandon jennings,2009,10,,Pallacanestro Virtus Roma (Italy),Other Team/Club,MIL,,,,,,,,,,,,,,
terrence williams,2009,11,SG-SF,Louisville,College/University,NJN,77.0,78.25,213.2,81.0,103.5,5.1,,,30.5,37.0,11.15,,3.18,9.0
gerald henderson,2009,12,SG-SF,Duke,College/University,CHA,76.0,77.0,214.6,82.25,102.5,4.4,,,31.5,35.0,11.17,,3.14,8.0
tyler hansbrough,2009,13,PF,North Carolina,College/University,IND,80.25,81.5,234.2,83.5,106.0,8.5,,,27.5,34.0,11.12,,3.27,18.0
earl clark,2009,14,SF-PF,Louisville,College/University,PHX,80.5,82.25,228.4,86.5,109.5,5.2,,,28.5,33.0,11.17,,3.35,5.0
austin daye,2009,15,SF-PF,Gonzaga,College/University,DET,81.75,82.75,191.8,86.75,110.0,5.5,,,25.0,28.0,12.11,,3.55,0.0
james johnson,2009,16,SF-PF,Wake Forest,College/University,CHI,79.0,79.75,257.2,84.75,105.5,12.0,,,30.5,35.0,11.21,,3.23,18.0
jrue holiday,2009,17,PG-SG,California-Los Angeles,College/University,PHI,75.25,76.25,199.0,79.0,100.5,6.3,,,28.5,34.0,10.64,,3.21,6.0
ty lawson,2009,18,PG,North Carolina,College/University,MIN,71.25,72.5,196.6,72.75,94.5,6.6,,,29.0,36.5,10.98,,3.12,14.0
jeff teague,2009,19,PG,Wake Forest,College/University,ATL,72.25,73.5,175.2,79.5,98.5,4.5,,,30.5,36.5,11.05,,3.18,13.0
eric maynor,2009,20,PG,Virginia Commonwealth,College/University,UTA,74.25,75.25,163.6,74.5,97.0,5.4,,,28.5,31.5,10.78,,3.19,8.0
darren collison,2009,21,PG,California-Los Angeles,College/University,NOH,72.25,73.5,166.2,75.0,96.5,5.7,,,30.5,33.5,10.45,,3.1,9.0
victor claver,2009,22,,Valencia BC (Spain),Other Team/Club,POR,,,,,,,,,,,,,,
omri casspi,2009,23,SF,Maccabi Tel Aviv B.C. (Israel),Other Team/Club,SAC,79.75,81.25,211.2,81.25,106.5,8.6,,,25.5,32.5,11.15,,3.28,2.0
byron mullens,2009,24,C,Ohio State,College/University,DAL,83.75,85.25,258.2,85.5,111.0,8.5,,,28.5,32.5,11.1,,3.45,10.0
rodrigue beaubois,2009,25,PG,Cholet Basket (France),Other Team/Club,OKC,73.25,74.25,182.4,81.75,100.0,7.9,,,29.5,39.0,10.49,,3.15,3.0
taj gibson,2009,26,PF,Southern California,College/University,CHI,80.5,81.75,214.4,88.0,109.0,6.6,,,25.5,30.0,11.56,,3.41,12.0
demarre carroll,2009,27,PF-SF,Missouri,College/University,MEM,78.25,79.75,207.2,82.0,105.0,6.3,,,,,,,,
wayne ellington,2009,28,SG,North Carolina,College/University,MIN,76.25,77.25,202.4,78.5,100.0,5.5,,,31.5,38.0,11.14,,3.2,13.0
toney douglas,2009,29,PG,Florida State,College/University,LAL,73.0,74.0,183.4,78.0,97.5,5.2,,,28.0,32.5,10.63,,3.03,15.0
christian eyenga,2009,30,,CB Prat (Spain),Other Team/Club,CLE,,,,,,,,,,,,,,
jeff ayres,2009,31,PF,Arizona State,College/University,SAC,80.75,82.0,239.6,85.0,107.0,5.5,,,31.0,35.0,11.98,,3.14,15.0
jermaine taylor,2009,32,SG,Central Florida,College/University,WAS,75.5,76.75,207.4,80.75,101.0,5.8,,,34.0,37.5,11.54,,3.32,16.0
dante cunningham,2009,33,PF,Villanova,College/University,POR,79.0,80.25,227.4,83.0,106.5,4.8,,,28.0,35.0,11.18,,3.26,18.0
sergio llull,2009,34,,Real Madrid Baloncesto (Spain),Other Team/Club,DEN,,,,,,,,,,,,,,
dajuan summers,2009,35,SF,Georgetown,College/University,DET,79.25,80.5,243.0,84.75,106.5,6.6,,,29.5,34.5,10.94,,3.17,15.0
sam young,2009,36,SF-SG,Pittsburgh,College/University,MEM,77.25,78.75,222.8,82.75,105.5,4.9,,,27.5,33.0,11.47,,3.45,
dejuan blair,2009,37,PF,Pittsburgh,College/University,SAS,77.25,78.5,276.6,86.0,106.5,12.0,,,26.0,33.0,11.5,,3.45,18.0
jon brockman,2009,38,,Washington,College/University,POR,,,,,,,,,,,,,,
jonas jerebko,2009,39,,Pallacanestro Biella (Italy),Other Team/Club,DET,,,,,,,,,,,,,,
derrick brown,2009,40,SF-PF,Xavier,College/University,CHA,79.5,80.5,224.6,86.5,107.5,8.6,,,30.5,35.5,11.26,,3.13,20.0
jodie meeks,2009,41,SG,Kentucky,College/University,MIL,75.0,76.0,211.4,76.5,98.0,8.0,,,28.5,37.0,10.96,,3.1,14.0
patrick beverley,2009,42,,BC Dnipro (Ukraine),Other Team/Club,LAL,,,,,,,,,,,,,,
marcus thornton,2009,43,SG,Louisiana State,College/University,MIA,74.75,75.75,194.4,77.0,99.0,4.8,,,31.0,33.0,10.73,,3.28,14.0
chase budinger,2009,44,SF-SG,Arizona,College/University,DET,78.25,79.0,206.4,79.0,101.0,10.0,,,29.5,38.5,11.08,,3.24,10.0
nick calathes,2009,45,,Florida,College/University,MIN,,,,,,,,,,,,,,
danny green,2009,46,SG-SF,North Carolina,College/University,CLE,77.25,78.5,208.0,82.0,103.0,5.6,,,29.0,33.0,11.3,,3.3,15.0
henk norel,2009,47,,Joventut Badalona (Spain),Other Team/Club,MIN,,,,,,,,,,,,,,
taylor griffin,2009,48,,Oklahoma,College/University,PHX,,,,,,,,,,,,,,
sergiy gladyr,2009,49,,MBC Mykolaiv (Ukraine),Other Team/Club,ATL,,,,,,,,,,,,,,
goran suton,2009,50,,Michigan State,College/University,UTA,,,,,,,,,,,,,,
jack mcclinton,2009,51,SG-PG,Miami (FL),College/University,SAS,71.75,72.75,185.2,74.5,96.0,6.2,,,30.0,36.5,10.44,,3.21,13.0
aj price,2009,52,PG,Connecticut,College/University,IND,72.5,74.0,192.8,75.75,97.0,12.4,,,26.0,31.0,10.99,,3.22,11.0
nando de colo,2009,53,,Cholet Basket (France),Other Team/Club,SAS,,,,,,,,,,,,,,
robert vaden,2009,54,,Alabama-Birmingham,College/University,CHA,,,,,,,,,,,,,,
patty mills,2009,55,PG,St. Mary's (CA),College/University,POR,71.25,72.5,175.4,74.0,95.0,6.9,,,27.5,33.0,10.87,,3.1,8.0
ahmad nivins,2009,56,,Saint Joseph's,College/University,DAL,,,,,,,,,,,,,,
emir preldzic,2009,57,,Fenerbahce S.K. (Turkey),Other Team/Club,PHX,,,,,,,,,,,,,,
lester hudson,2009,58,,Tennessee-Martin,College/University,BOS,,,,,,,,,,,,,,
chinemelu elonu,2009,59,,Texas A&M,College/University,LAL,,,,,,,,,,,,,,
robert dozier,2009,60,,Memphis,College/University,MIA,,,,,,,,,,,,,,
dionte christmas,2009,999,SG,,,,76.25,77.5,210.8,81.0,102.5,7.1,,,27.0,33.5,10.83,,3.21,3.0
jeff adrien,2009,999,PF,,,,77.25,78.5,236.2,86.0,107.5,7.9,,,27.5,31.5,11.34,,3.32,16.0
jerel mcneal,2009,999,SG,,,,73.5,75.0,190.4,79.25,99.5,5.4,,,31.5,36.5,10.61,,3.25,10.0
joe ingles,2009,999,SF,,,,79.75,80.25,209.2,82.25,105.0,10.1,,,26.0,31.0,10.66,,3.3,3.0
josh heytvelt,2009,999,PF-C,,,,82.0,83.0,246.2,85.25,108.0,10.8,,,28.5,34.0,11.67,,3.38,15.0
tyler smith,2009,999,SF,,,,77.25,78.0,212.0,81.75,104.5,7.0,,,29.0,33.5,10.69,,3.24,10.0
john wall,2010,1,PG,Kentucky,College/University,WAS,74.75,76.0,195.6,81.25,101.5,5.6,8.25,9.5,30.0,39.0,10.84,,3.14,
evan turner,2010,2,SG,Ohio State,College/University,PHI,77.75,79.0,213.8,80.0,103.5,8.6,8.75,9.5,27.5,34.5,11.06,,3.27,9.0
derrick favors,2010,3,PF,Georgia Tech,College/University,NJN,80.75,82.25,245.2,88.0,110.0,6.5,8.75,9.25,31.5,35.5,11.74,,3.25,14.0
wesley johnson,2010,4,SF,Syracuse,College/University,MIN,78.25,79.25,206.4,85.0,106.0,4.6,9.0,9.5,32.0,37.0,11.43,,3.14,16.0
demarcus cousins,2010,5,C,Kentucky,College/University,SAC,81.5,82.75,291.8,89.75,113.0,16.4,9.25,10.0,23.5,27.5,11.4,,3.55,
ekpe udoh,2010,6,PF,Baylor,College/University,GSW,80.75,81.75,237.4,88.5,106.5,8.0,9.5,8.75,31.0,33.5,11.15,,3.29,10.0
greg monroe,2010,7,PF-C,Georgetown,College/University,DET,81.75,83.0,246.6,86.25,108.5,11.2,8.75,9.5,25.0,29.0,12.1,,3.35,15.0
al farouq aminu,2010,8,SF,Wake Forest,College/University,LAC,79.25,80.5,216.0,87.25,108.5,8.2,9.5,9.5,27.0,33.5,11.29,,3.3,13.0
gordon hayward,2010,9,SF,Butler,College/University,UTA,78.75,80.0,211.0,79.75,103.0,6.9,8.5,9.25,30.5,34.5,11.73,,3.22,10.0
paul george,2010,10,SF,Fresno State,College/University,IND,79.75,80.75,214.4,83.25,107.0,5.0,8.5,9.0,,,,,,4.0
cole aldrich,2010,11,C,Kansas,College/University,NOH,81.0,83.25,236.0,88.75,111.5,8.5,9.0,9.25,23.0,28.0,11.48,,3.35,10.0
xavier henry,2010,12,SG,Kansas,College/University,MEM,77.25,78.5,210.2,83.25,105.0,4.7,8.75,10.0,28.5,36.5,11.1,,3.18,8.0
ed davis,2010,13,PF,North Carolina,College/University,TOR,81.0,81.75,226.6,84.0,108.0,10.0,9.25,10.0,31.0,36.0,11.7,,3.21,
patrick patterson,2010,14,PF,Kentucky,College/University,HOU,80.0,81.25,239.6,85.25,107.0,5.3,9.25,10.25,28.5,33.5,11.14,,3.25,17.0
larry sanders,2010,15,PF-C,Virginia Commonwealth,College/University,MIL,81.25,82.5,222.4,89.75,112.0,4.6,9.75,11.0,25.5,28.0,12.49,,3.27,7.0
luke babbitt,2010,16,SF-PF,Nevada-Reno,College/University,MIN,79.5,80.75,217.8,83.25,104.5,5.6,8.5,10.0,29.5,37.5,10.98,,3.4,15.0
kevin seraphin,2010,17,,Cholet Basket (France),Other Team/Club,CHI,,,,,,,,,,,,,,
eric bledsoe,2010,18,PG,Kentucky,College/University,OKC,72.25,73.5,191.6,79.5,98.0,5.6,8.5,9.75,,,,,,9.0
avery bradley,2010,19,SG-PG,Texas,College/University,BOS,74.0,75.25,180.4,79.25,98.5,4.0,8.25,9.5,31.5,37.5,11.47,,3.14,2.0
james anderson,2010,20,SF,Oklahoma State,College/University,SAS,76.75,77.75,207.6,80.5,104.0,7.9,8.5,7.25,30.0,35.5,11.86,,3.19,14.0
craig brackins,2010,21,PF-SF,Iowa State,College/University,OKC,80.5,81.75,229.0,84.0,109.0,7.9,9.5,11.25,26.0,35.0,11.65,,3.39,6.0
elliot williams,2010,22,,Memphis,College/University,POR,,,,,,,,,,,,,,
trevor booker,2010,23,PF,Clemson,College/University,MIN,78.25,79.5,235.8,81.75,106.0,7.3,9.0,9.5,31.0,36.0,11.15,,3.1,22.0
damion james,2010,24,SF,Texas,College/University,ATL,78.25,79.75,226.6,84.75,107.0,9.6,9.25,8.5,29.0,33.0,10.89,,3.2,13.0
dominique jones,2010,25,SG,South Florida,College/University,MEM,75.25,77.0,216.0,81.25,101.0,5.9,9.0,10.25,26.0,32.5,10.88,,3.31,19.0
quincy pondexter,2010,26,,Washington,College/University,OKC,,,,,,,,,,,,,,
jordan crawford,2010,27,SG,Xavier,College/University,NJN,75.0,76.5,198.4,79.0,101.0,4.9,8.0,9.0,31.5,34.5,11.03,,3.37,7.0
greivis vasquez,2010,28,PG-SG,Maryland,College/University,MEM,77.0,78.5,210.8,79.0,101.0,8.6,7.75,9.25,,,,,,
daniel orton,2010,29,C,Kentucky,College/University,ORL,80.75,81.5,269.2,88.25,110.5,13.8,8.5,9.75,24.0,30.5,12.32,,3.39,13.0
lazar hayward,2010,30,SG-SF,Marquette,College/University,WAS,76.5,77.75,225.8,84.75,102.0,7.5,9.25,9.5,31.0,36.0,10.87,,3.31,15.0
tibor pleiss,2010,31,,Brose Baskets (Germany),Other Team/Club,NJN,,,,,,,,,,,,,,
dexter pittman,2010,32,PF-C,Texas,College/University,MIA,81.5,83.5,302.6,90.0,111.0,20.8,10.25,10.5,,,,,,
hassan whiteside,2010,33,C-PF,Marshall,College/University,SAC,82.5,83.5,226.6,91.0,113.0,5.5,8.25,10.25,27.0,31.5,11.83,,3.54,12.0
armon johnson,2010,34,PG-SG,Nevada-Reno,College/University,POR,74.0,75.25,195.2,80.0,99.5,5.6,8.25,9.25,31.5,38.5,11.25,,3.19,18.0
nemanja bjelica,2010,35,,KK Crvena zvezda (Serbia),Other Team/Club,WAS,,,,,,,,,,,,,,
terrico white,2010,36,SG-PG,Mississippi,College/University,DET,75.75,77.0,202.6,81.0,101.0,3.7,9.0,10.5,31.0,40.0,11.38,,3.15,10.0
darington hobson,2010,37,SG-SF,New Mexico,College/University,MIL,77.25,78.5,203.6,81.25,104.5,6.2,8.25,9.0,29.0,34.0,11.68,,3.25,
andy rautins,2010,38,SG,Syracuse,College/University,NYK,76.25,77.0,191.6,79.0,100.0,6.2,8.0,9.75,23.5,30.5,11.27,,3.49,8.0
landry fields,2010,39,,Stanford,College/University,NYK,,,,,,,,,,,,,,
lance stephenson,2010,40,SG,Cincinnati,College/University,IND,76.5,77.75,227.0,82.5,103.0,9.3,9.0,10.25,27.0,33.0,11.39,,3.38,10.0
jarvis varnado,2010,41,PF-C,Mississippi State,College/University,MIA,80.25,82.0,210.2,87.5,109.5,9.5,9.25,9.5,29.5,32.5,11.61,,3.37,3.0
da sean butler,2010,42,,West Virginia,College/University,MIA,,,,,,,,,,,,,,
devin ebanks,2010,43,SF,West Virginia,College/University,LAL,79.0,80.25,207.8,84.25,107.5,7.9,8.25,9.0,23.5,32.0,11.69,,3.44,6.0
jerome jordan,2010,44,C,Tulsa,College/University,MIL,83.5,84.75,244.2,89.25,113.0,6.9,9.0,10.25,,,,,,
paulao prestes,2010,45,,CB Murcia (Spain),Other Team/Club,MIN,,,,,,,,,,,,,,
gani lawal,2010,46,PF,Georgia Tech,College/University,PHX,79.5,81.0,233.4,84.0,107.5,6.3,8.5,10.0,27.0,31.5,11.61,,3.24,20.0
tiny gallon,2010,47,,Oklahoma,College/University,MIL,,,,,,,,,,,,,,
latavious williams,2010,48,,Tulsa 66ers (D-League),Other Team/Club,MIA,,,,,,,,,,,,,,
ryan richards,2010,49,PF,CB Gran Canaria (Spain),Other Team/Club,SAS,82.5,83.75,230.2,85.5,110.0,8.0,9.0,9.75,25.0,28.5,11.33,,3.37,4.0
solomon alabi,2010,50,C,Florida State,College/University,DAL,83.5,84.75,237.4,89.0,113.0,5.0,9.25,9.25,22.5,26.0,13.2,,3.68,10.0
magnum rolle,2010,51,,Louisiana Tech,College/University,OKC,,,,,,,,,,,,,,
luke harangody,2010,52,PF,Notre Dame,College/University,BOS,78.0,79.75,240.2,81.5,106.0,11.1,8.75,9.75,24.0,28.5,11.83,,3.41,23.0
pape sy,2010,53,,STB Le Havre (France),Other Team/Club,ATL,,,,,,,,,,,,,,
willie warren,2010,54,SG-PG,Oklahoma,College/University,LAC,74.5,75.75,208.4,78.0,99.5,7.6,8.5,9.5,23.0,31.5,11.21,,3.5,10.0
jeremy evans,2010,55,,Western Kentucky,College/University,UTA,,,,,,,,,,,,,,
hamady ndiaye,2010,56,,Rutgers,College/University,MIN,,,,,,,,,,,,,,
ryan reid,2010,57,,Florida State,College/University,IND,,,,,,,,,,,,,,
derrick caracter,2010,58,PF,Texas-El Paso,College/University,LAL,80.25,81.5,280.0,84.25,107.5,12.8,9.0,10.25,25.0,30.5,12.78,,3.61,22.0
stanley robinson,2010,59,SF,Connecticut,College/University,ORL,78.5,79.75,213.2,84.0,107.5,8.3,9.0,9.0,,37.5,11.65,,3.23,6.0
dwayne collins,2010,60,,Miami (FL),College/University,PHX,,,,,,,,,,,,,,
artsiom parakhouski,2010,999,C,,,,82.25,83.75,268.2,85.0,109.5,6.0,9.0,10.5,25.5,26.5,12.07,,3.33,16.0
charles garcia,2010,999,SF,,,,80.25,81.25,231.6,85.75,107.5,7.0,8.75,9.0,24.5,30.5,11.65,,3.23,2.0
jon scheyer,2010,999,PG-SG,,,,76.75,78.0,180.0,75.25,99.0,5.4,7.75,9.5,,,,,,
keith gallon,2010,999,PF-C,,,,80.5,81.5,301.8,88.5,109.5,15.1,9.25,10.5,23.5,28.5,13.44,,3.7,14.0
manny harris,2010,999,SG,,,,76.0,77.5,185.1,79.25,102.0,3.8,8.5,9.0,,,,,,11.0
mikhail torrance,2010,999,PG,,,,76.0,77.0,208.8,79.5,103.0,7.0,8.75,9.5,23.0,32.0,11.43,,3.17,8.0
sherron collins,2010,999,PG,,,,70.25,71.75,217.2,74.5,94.0,9.2,8.5,9.5,27.5,33.0,12.31,,3.24,
sylven landesberg,2010,999,SG,,,,76.75,78.25,210.0,81.0,100.5,11.6,8.75,10.75,28.0,32.0,11.59,,3.36,8.0
kyrie irving,2011,1,PG,Duke,College/University,CLE,73.75,75.5,191.0,76.0,99.0,10.2,8.25,9.25,,,,,,
